,date_premiere_cap,token,profil_utilisateur,year
624,2019-04-28,ANONYMOUSTOKEN1544,1,2019
625,2021-09-24,08944336,1,2021
626,2021-09-27,64033082,1,2021
627,2022-11-04,ANONYMOUSTOKEN5223,0,2022
628,2019-05-21,79315759,1,2019
629,2021-03-02,07059477,1,2021
630,2019-04-27,02603361,1,2019
631,2019-04-24,p0sjpx10,1,2019
632,2019-05-13,zmaisz10,1,2019
633,2021-09-24,78941586,1,2021
634,2022-11-08,20473617,0,2022
635,2019-04-25,ANONYMOUSTOKEN949,1,2019
636,2019-06-24,ANONYMOUSTOKEN2514,1,2019
637,2019-04-27,40437364,1,2019
638,2021-09-24,86398699,1,2021
639,2020-10-10,15751672,1,2020
640,2020-09-21,34230016,1,2020
641,2021-10-08,ANONYMOUSTOKEN4466,1,2021
642,2019-05-20,16238412,1,2019
643,2021-09-30,31393843,1,2021
644,2020-07-07,ANONYMOUSTOKEN2838,1,2020
645,2022-10-16,08760368,0,2022
646,2020-07-17,97371217,1,2020
647,2019-05-17,ANONYMOUSTOKEN2317,1,2019
648,2019-08-23,ANONYMOUSTOKEN990,1,2019
649,2020-09-19,ANONYMOUSTOKEN3222,1,2020
650,2022-10-02,ANONYMOUSTOKEN4852,0,2022
651,2019-05-17,ANONYMOUSTOKEN2121,1,2019
652,2020-07-10,ANONYMOUSTOKEN2934,1,2020
653,2020-01-02,ANONYMOUSTOKEN2727,1,2020
654,2019-05-17,45995326,1,2019
655,2021-09-24,ANONYMOUSTOKEN3298,0,2021
656,2019-05-01,13511267,1,2019
657,2019-05-02,ANONYMOUSTOKEN1992,1,2019
658,2019-05-17,34990364,1,2019
659,2021-10-20,ANONYMOUSTOKEN4485,1,2021
660,2022-01-30,ANONYMOUSTOKEN4089,1,2022
661,2020-08-20,62641396,1,2020
662,2020-09-29,42676866,1,2020
663,2019-05-08,66807434,1,2019
664,2021-09-24,ANONYMOUSTOKEN4072,1,2021
665,2020-09-28,ANONYMOUSTOKEN3458,1,2020
666,2019-05-20,41436564,1,2019
667,2019-05-02,63683383,1,2019
668,2019-06-24,30818615,1,2019
669,2019-04-27,23693009,1,2019
670,2020-09-27,ANONYMOUSTOKEN2825,1,2020
671,2020-01-10,ANONYMOUSTOKEN2747,1,2020
672,2020-01-13,ANONYMOUSTOKEN2780,1,2020
673,2019-05-05,71986193,1,2019
674,2021-03-26,84328843,0,2021
675,2019-05-01,20951583,1,2019
676,2021-09-28,ANONYMOUSTOKEN4257,1,2021
677,2020-09-24,78264339,1,2020
678,2022-02-22,ANONYMOUSTOKEN4541,1,2022
679,2019-05-27,21008499,1,2019
680,2022-10-24,ANONYMOUSTOKEN5043,0,2022
681,2019-05-20,dhxk3u10,0,2019
682,2021-09-23,76988545,1,2021
683,2021-09-30,ANONYMOUSTOKEN4369,0,2021
684,2021-11-06,ANONYMOUSTOKEN4496,1,2021
685,2022-10-14,ANONYMOUSTOKEN4964,0,2022
686,2022-10-09,ANONYMOUSTOKEN4909,0,2022
687,2019-04-27,ANONYMOUSTOKEN1378,1,2019
688,2022-10-10,ANONYMOUSTOKEN4915,0,2022
689,2021-11-08,ANONYMOUSTOKEN4028,1,2021
690,2019-04-20,ytr2oi10,1,2019
691,2020-01-01,72728151,1,2020
692,2019-04-19,s10x6410,1,2019
693,2019-04-27,61081952,1,2019
694,2022-10-12,ANONYMOUSTOKEN4933,0,2022
695,2020-07-11,ANONYMOUSTOKEN2949,1,2020
696,2019-04-27,01304498,1,2019
697,2019-03-28,TESTGFIAM3,1,2019
698,2022-09-14,21221623,0,2022
699,2022-11-07,ANONYMOUSTOKEN5246,0,2022
700,2021-10-06,93703162,0,2021
701,2021-09-25,08967930,0,2021
702,2019-05-06,57381478,0,2019
703,2019-05-20,91516349,1,2019
704,2019-05-15,hd3fii10,0,2019
705,2022-05-31,35748433,1,2022
706,2019-04-27,ANONYMOUSTOKEN1386,1,2019
707,2019-05-27,09717798,1,2019
708,2020-09-30,89532233,1,2020
709,2021-03-08,19595573,1,2021
710,2021-09-24,41979823,1,2021
711,2020-09-18,ANONYMOUSTOKEN3258,1,2020
712,2019-05-31,20237174,1,2019
713,2019-04-30,12559795,1,2019
714,2019-04-15,nw1p6v10,1,2019
715,2019-05-01,66966053,1,2019
716,2019-05-02,ANONYMOUSTOKEN1984,1,2019
717,2019-05-18,77431241,1,2019
718,2022-10-20,37085298,0,2022
719,2019-05-04,58730797,1,2019
720,2020-07-10,ANONYMOUSTOKEN2894,1,2020
721,2022-10-07,53424030,0,2022
722,2019-04-30,59756519,1,2019
723,2022-08-24,53126460,0,2022
724,2019-05-14,oj505n10,1,2019
725,2021-10-02,52564850,1,2021
726,2019-04-28,60844779,1,2019
727,2020-10-12,65397904,1,2020
728,2019-05-17,ANONYMOUSTOKEN2286,1,2019
729,2022-10-21,ANONYMOUSTOKEN5096,0,2022
730,2019-04-27,ANONYMOUSTOKEN1251,1,2019
731,2022-11-04,ANONYMOUSTOKEN5230,0,2022
732,2021-10-20,03220354,0,2021
733,2019-05-07,ANONYMOUSTOKEN2140,1,2019
734,2019-04-24,ANONYMOUSTOKEN879,1,2019
735,2022-10-08,19093085,0,2022
736,2019-05-15,02050115,1,2019
737,2019-06-06,ANONYMOUSTOKEN873,1,2019
738,2019-05-10,93144940,1,2019
739,2019-05-01,51526970,1,2019
740,2021-10-06,ANONYMOUSTOKEN3668,1,2021
741,2019-04-26,03992289,0,2019
742,2020-09-21,74728137,1,2020
743,2022-10-21,67873808,0,2022
744,2020-07-10,ANONYMOUSTOKEN2890,1,2020
745,2022-11-18,88746629,0,2022
746,2019-05-16,13564499,0,2019
747,2019-05-24,75402372,0,2019
748,2019-04-28,90621084,1,2019
749,2019-05-02,42604746,1,2019
750,2019-07-02,36259791,1,2019
751,2021-09-27,08664716,1,2021
752,2021-06-29,ANONYMOUSTOKEN3687,1,2021
753,2020-07-09,ANONYMOUSTOKEN2850,1,2020
754,2020-10-11,blxa4t10,1,2020
755,2019-05-21,16459865,1,2019
756,2020-07-18,37449675,1,2020
757,2022-08-24,45366193,0,2022
758,2019-04-26,ANONYMOUSTOKEN1028,1,2019
759,2019-04-30,71533785,1,2019
760,2019-05-08,79464958,1,2019
761,2019-05-05,68519157,1,2019
762,2019-04-24,emhuqn10,1,2019
763,2019-04-17,ANONYMOUSTOKEN867,1,2019
764,2022-11-15,60046875,0,2022
765,2019-06-16,ANONYMOUSTOKEN2472,1,2019
766,2022-05-14,ANONYMOUSTOKEN4539,1,2022
767,2019-04-27,17522743,1,2019
768,2019-04-28,73205587,1,2019
769,2019-05-18,07570129,1,2019
770,2019-05-04,34946530,1,2019
771,2020-01-01,ANONYMOUSTOKEN2714,1,2020
772,2019-05-14,ANONYMOUSTOKEN1300,1,2019
773,2021-09-24,84685677,1,2021
774,2022-09-26,01273097,0,2022
775,2019-04-28,71369077,1,2019
776,2022-08-22,ANONYMOUSTOKEN4748,0,2022
777,2022-09-29,ANONYMOUSTOKEN4836,0,2022
778,2021-10-01,lik1vh10,1,2021
779,2021-01-12,v8nsei10,1,2021
780,2019-05-17,40020695,1,2019
781,2019-04-24,hao5wr10,1,2019
782,2020-10-12,k5pji110,1,2020
783,2019-04-28,86223555,1,2019
784,2022-10-11,33730950,0,2022
785,2019-06-06,80709519,1,2019
786,2019-04-26,09986119,1,2019
787,2022-08-21,06550182,0,2022
788,2020-02-03,dad79q10,1,2020
789,2019-05-04,ANONYMOUSTOKEN2096,1,2019
790,2019-04-27,ANONYMOUSTOKEN1409,1,2019
791,2019-05-17,28691741,1,2019
792,2019-04-24,ypzqh310,1,2019
793,2021-09-24,75344846,1,2021
794,2019-05-07,ANONYMOUSTOKEN2117,1,2019
795,2019-04-29,01017603,1,2019
796,2022-10-15,91730046,0,2022
797,2020-07-17,18093556,0,2020
798,2021-09-24,57888213,1,2021
799,2021-09-27,37754613,1,2021
800,2022-11-15,60630585,0,2022
801,2019-05-04,28488630,0,2019
802,2019-05-28,ANONYMOUSTOKEN2405,1,2019
803,2021-09-27,ANONYMOUSTOKEN4220,1,2021
804,2022-09-13,00794544,0,2022
805,2020-08-12,90049261,1,2020
806,2020-10-15,61785792,1,2020
807,2019-08-06,81301086,1,2019
808,2022-10-31,ANONYMOUSTOKEN5192,0,2022
809,2022-01-20,ANONYMOUSTOKEN4537,1,2022
810,2019-04-27,06452329,1,2019
811,2019-05-06,45357328,1,2019
812,2019-04-26,58703064,1,2019
813,2020-07-11,ANONYMOUSTOKEN2954,1,2020
814,2020-07-15,01953061,1,2020
815,2020-09-19,ANONYMOUSTOKEN3236,1,2020
816,2019-05-06,ANONYMOUSTOKEN2126,1,2019
817,2022-05-23,95780643,1,2022
818,2021-09-29,60298128,1,2021
819,2022-10-22,ANONYMOUSTOKEN5083,0,2022
820,2020-09-30,ANONYMOUSTOKEN3179,1,2020
821,2019-04-11,sxjeop10,0,2019
822,2019-05-07,79729005,1,2019
823,2022-10-13,ANONYMOUSTOKEN4940,0,2022
824,2019-04-29,51576332,1,2019
825,2019-05-09,13282082,1,2019
826,2019-05-04,90890415,1,2019
827,2022-10-07,ANONYMOUSTOKEN4894,0,2022
828,2019-05-11,44931596,1,2019
829,2022-02-24,ANONYMOUSTOKEN4542,0,2022
830,2020-10-09,ANONYMOUSTOKEN3481,1,2020
831,2021-09-11,43720893,1,2021
832,2020-09-22,90079864,1,2020
833,2021-10-10,56825710,1,2021
834,2020-09-19,74431674,1,2020
835,2022-10-14,ANONYMOUSTOKEN4607,0,2022
836,2019-04-29,78435038,1,2019
837,2019-04-29,89826292,1,2019
838,2022-11-22,50207445,0,2022
839,2021-09-24,ANONYMOUSTOKEN4114,1,2021
840,2020-09-18,ANONYMOUSTOKEN3232,0,2020
841,2021-09-29,81646564,1,2021
842,2019-06-10,00836285,1,2019
843,2021-09-10,ANONYMOUSTOKEN3777,1,2021
844,2019-05-06,13020366,1,2019
845,2020-09-30,87614411,1,2020
846,2020-01-13,ANONYMOUSTOKEN2779,1,2020
847,2020-07-15,77523095,1,2020
848,2019-05-06,09785580,1,2019
849,2021-10-30,30967096,1,2021
850,2020-09-21,69579349,1,2020
851,2019-04-26,11652130,1,2019
852,2022-08-22,48065459,0,2022
853,2021-09-27,ANONYMOUSTOKEN4229,1,2021
854,2019-08-13,kky4c610,1,2019
855,2020-06-22,ANONYMOUSTOKEN2823,1,2020
856,2019-05-09,53959938,1,2019
857,2019-04-24,b0itsn10,1,2019
858,2019-04-29,15570230,1,2019
859,2019-08-25,ANONYMOUSTOKEN2558,1,2019
860,2019-05-02,18278092,1,2019
861,2019-04-25,xjxekp10,1,2019
862,2020-07-20,77967061,1,2020
863,2022-11-16,46713841,0,2022
864,2022-10-21,ANONYMOUSTOKEN5097,0,2022
865,2021-10-23,ANONYMOUSTOKEN4123,1,2021
866,2019-04-29,30736535,1,2019
867,2019-04-26,zp5r0810,0,2019
868,2022-10-15,07562418 ,0,2022
869,2020-08-01,47793175,1,2020
870,2021-03-08,ANONYMOUSTOKEN3627,1,2021
871,2021-09-24,ANONYMOUSTOKEN4059,1,2021
872,2019-05-02,45278676,0,2019
873,2021-09-24,64365984,1,2021
874,2019-04-27,68739080,1,2019
875,2019-05-10,62179251,1,2019
876,2019-07-03,e7jmbo10,1,2019
877,2021-10-27,15545308,1,2021
878,2020-08-02,04143353,1,2020
879,2019-05-01,52051757,1,2019
880,2019-05-12,uw2mp610,0,2019
881,2019-05-02,83904211,1,2019
882,2019-04-29,ANONYMOUSTOKEN1613,1,2019
883,2020-09-22,87226500,1,2020
884,2019-04-27,90141823,1,2019
885,2020-07-10,ANONYMOUSTOKEN2852,1,2020
886,2020-09-17,06643123,1,2020
887,2019-07-09,ANONYMOUSTOKEN2490,1,2019
888,2020-08-12,ANONYMOUSTOKEN3077,1,2020
889,2020-07-10,ANONYMOUSTOKEN2915,1,2020
890,2022-10-04,33876984,0,2022
891,2020-01-07,ANONYMOUSTOKEN2633,1,2020
892,2019-05-03,33912318,1,2019
893,2019-05-21,60696628,1,2019
894,2019-05-13,ANONYMOUSTOKEN2201,1,2019
895,2019-09-05,73866786,1,2019
896,2020-01-12,ANONYMOUSTOKEN2643,1,2020
897,2019-04-27,58642278,1,2019
898,2019-05-02,vsh38j10,1,2019
899,2019-04-26,qfytyb10,1,2019
900,2019-04-23,ANONYMOUSTOKEN874,1,2019
901,2020-01-01,ANONYMOUSTOKEN2634,1,2020
902,2019-05-01,66186740,1,2019
903,2022-05-22,ANONYMOUSTOKEN4578,1,2022
904,2019-04-24,k8ltjg10,1,2019
905,2022-09-24,ANONYMOUSTOKEN4796,0,2022
906,2022-09-30,31644941,0,2022
907,2019-04-30,v4dzqg10,1,2019
908,2021-05-13,ANONYMOUSTOKEN3616,0,2021
909,2019-05-15,16222592,1,2019
910,2022-05-18,ANONYMOUSTOKEN4571,1,2022
911,2022-11-02,ANONYMOUSTOKEN5208,0,2022
912,2021-09-27,28344222,1,2021
913,2019-05-03,34006107,1,2019
914,2019-06-12,x4mzi710,1,2019
915,2019-05-11,ANONYMOUSTOKEN2186,1,2019
916,2021-09-19,ANONYMOUSTOKEN3782,0,2021
917,2022-04-22,49001500,0,2022
918,2022-10-15,60579722,0,2022
919,2019-05-01,99215731,1,2019
920,2019-04-29,ANONYMOUSTOKEN1363,1,2019
921,2021-12-23,61108864,1,2021
922,2019-06-24,ANONYMOUSTOKEN2499,1,2019
923,2019-04-30,26958772,1,2019
924,2020-10-09,ANONYMOUSTOKEN3484,1,2020
925,2021-09-24,09932835,1,2021
926,2021-09-21,TESTGFINBOTAB25T,1,2021
927,2022-10-04,ANONYMOUSTOKEN4867,0,2022
928,2021-09-29,ANONYMOUSTOKEN4363,1,2021
929,2021-09-27,ANONYMOUSTOKEN4207,1,2021
930,2019-06-08,03715480,1,2019
931,2022-10-14,ANONYMOUSTOKEN4955,0,2022
932,2022-10-21,63646255,0,2022
933,2019-04-29,m0vi7z10,1,2019
934,2019-04-28,dsarrt10,1,2019
935,2019-05-14,51045871,1,2019
936,2020-07-11,ANONYMOUSTOKEN2939,1,2020
937,2020-01-10,ANONYMOUSTOKEN2759,0,2020
938,2019-04-30,hsd61610,1,2019
939,2019-05-09,12512592,1,2019
940,2021-09-27,20045394,1,2021
941,2020-09-18,91793566,1,2020
942,2021-10-17,ANONYMOUSTOKEN4404,1,2021
943,2019-04-27,ANONYMOUSTOKEN1155,1,2019
944,2019-05-08,93464206,1,2019
945,2019-05-18,18297311,1,2019
946,2020-09-26,ANONYMOUSTOKEN3447,1,2020
947,2019-04-29,ANONYMOUSTOKEN1863,1,2019
948,2021-09-25,04851323,1,2021
949,2019-05-17,18331542,1,2019
950,2022-10-24,66552531,0,2022
951,2020-09-19,58329927,1,2020
952,2021-09-27,37030503,1,2021
953,2021-09-29,14241840,1,2021
954,2022-10-15,ANONYMOUSTOKEN5003,0,2022
955,2019-05-21,ANONYMOUSTOKEN2426,1,2019
956,2021-04-04,ANONYMOUSTOKEN3641,1,2021
957,2021-10-02,05670353,1,2021
958,2019-05-07,ANONYMOUSTOKEN2144,1,2019
959,2019-08-13,ANONYMOUSTOKEN2406,1,2019
960,2021-09-10,ANONYMOUSTOKEN3771,1,2021
961,2022-10-15,ANONYMOUSTOKEN4890,0,2022
962,2021-09-29,91498992,1,2021
963,2019-04-29,ANONYMOUSTOKEN875,1,2019
964,2022-10-16,ANONYMOUSTOKEN5012,0,2022
965,2019-07-17,ANONYMOUSTOKEN2119,1,2019
966,2022-06-15,ANONYMOUSTOKEN4664,1,2022
967,2021-09-26,ANONYMOUSTOKEN4202,1,2021
968,2019-05-13,83409081,1,2019
969,2019-04-12,mmyfxp10,1,2019
970,2019-05-17,01704960,1,2019
971,2019-04-26,16363890,1,2019
972,2020-01-11,tm9aq810,1,2020
973,2019-04-30,26657032,1,2019
974,2019-06-22,ANONYMOUSTOKEN2502,1,2019
975,2021-09-28,89387561,0,2021
976,2020-09-20,96109194,1,2020
977,2019-05-10,42315007,0,2019
978,2019-05-17,30369421,1,2019
979,2019-05-05,50311004,1,2019
980,2020-09-18,86235180,1,2020
981,2022-10-26,ANONYMOUSTOKEN5170,0,2022
982,2021-09-15,TESTGFIJRO,1,2021
983,2021-09-29,TESTGFINBOTAB27,1,2021
984,2021-09-28,27754703,1,2021
985,2020-10-31,60238900,1,2020
986,2019-05-18,20843511,1,2019
987,2019-05-04,07037552,1,2019
988,2022-08-22,82859006,0,2022
989,2019-04-29,78440626,1,2019
990,2020-07-08,ANONYMOUSTOKEN2842,1,2020
991,2019-05-09,65553709,1,2019
992,2020-10-12,07248824,1,2020
993,2020-03-15,08407485,1,2020
994,2019-08-29,63879735,1,2019
995,2019-04-29,32602787,1,2019
996,2021-10-04,34965964,1,2021
997,2022-10-30,ANONYMOUSTOKEN4921,0,2022
998,2022-10-09,ANONYMOUSTOKEN4910,0,2022
999,2021-06-09,ANONYMOUSTOKEN3676,1,2021
1000,2021-10-06,90335726,1,2021
1001,2020-09-18,ANONYMOUSTOKEN3247,1,2020
1002,2019-12-31,66331319,1,2019
1003,2022-06-17,ANONYMOUSTOKEN4673,1,2022
1004,2021-11-26,26559000,1,2021
1005,2019-04-23,loi87v10,1,2019
1006,2019-04-24,l542uu10,1,2019
1007,2019-05-10,79922313,1,2019
1008,2020-07-14,ANONYMOUSTOKEN2964,1,2020
1009,2019-04-24,pzf2lm10,1,2019
1010,2019-05-05,31440617,1,2019
1011,2022-06-18,ANONYMOUSTOKEN4663,0,2022
1012,2021-09-27,16974200,1,2021
1013,2019-05-16,ANONYMOUSTOKEN2110,1,2019
1014,2019-04-24,ANONYMOUSTOKEN894,1,2019
1015,2020-10-19,ANONYMOUSTOKEN3537,1,2020
1016,2020-07-10,ANONYMOUSTOKEN2880,1,2020
1017,2022-10-27,81814544,0,2022
1018,2020-09-19,17172072,1,2020
1019,2021-09-24,68813321,1,2021
1020,2019-04-26,06551530,1,2019
1021,2019-05-17,09431928,1,2019
1022,2019-05-17,66102134,1,2019
1023,2021-09-28,40129495,1,2021
1024,2022-10-14,ANONYMOUSTOKEN4989,0,2022
1025,2022-11-06,ANONYMOUSTOKEN5243,0,2022
1026,2022-04-15,ANONYMOUSTOKEN4547,1,2022
1027,2020-09-20,81121578,1,2020
1028,2021-09-05,50777868,1,2021
1029,2021-09-27,56446138,1,2021
1030,2019-05-01,ANONYMOUSTOKEN1889,1,2019
1031,2020-02-09,ANONYMOUSTOKEN2715,1,2020
1032,2021-09-25,69734569,1,2021
1033,2022-10-21,ANONYMOUSTOKEN5105,0,2022
1034,2022-10-14,76197311,0,2022
1035,2022-10-23,ANONYMOUSTOKEN5061,0,2022
1036,2019-04-27,ANONYMOUSTOKEN1256,1,2019
1037,2022-10-24,82044778,0,2022
1038,2021-09-24,19246044,1,2021
1039,2019-04-27,85076551,1,2019
1040,2019-05-10,18675553,1,2019
1041,2020-10-11,ANONYMOUSTOKEN3513,1,2020
1042,2022-10-25,56722059,0,2022
1043,2021-11-04,ANONYMOUSTOKEN4473,1,2021
1044,2022-10-27,ANONYMOUSTOKEN5174,0,2022
1045,2021-09-30,45271760,1,2021
1046,2020-07-23,83891242,1,2020
1047,2019-04-24,s3o3s010,1,2019
1048,2019-04-26,06754305,1,2019
1049,2020-08-13,07544203,1,2020
1050,2019-05-18,ANONYMOUSTOKEN2274,1,2019
1051,2019-04-27,33186172,1,2019
1052,2020-07-10,ANONYMOUSTOKEN2897,1,2020
1053,2020-09-20,ANONYMOUSTOKEN3284,1,2020
1054,2019-08-29,ANONYMOUSTOKEN977,1,2019
1055,2019-04-27,ANONYMOUSTOKEN1174,1,2019
1056,2019-05-01,41846106,1,2019
1057,2019-08-25,28379122,1,2019
1058,2022-10-27,ANONYMOUSTOKEN5173,0,2022
1059,2019-04-30,ANONYMOUSTOKEN1424,1,2019
1060,2021-10-12,ANONYMOUSTOKEN4413,1,2021
1061,2019-09-05,ANONYMOUSTOKEN2609,1,2019
1062,2022-10-24,ANONYMOUSTOKEN5134,0,2022
1063,2019-04-11,n2kdcd10,0,2019
1064,2019-08-01,02513976,1,2019
1065,2022-10-28,22644301,0,2022
1066,2019-04-30,25492583,1,2019
1067,2020-07-11,ANONYMOUSTOKEN2938,1,2020
1068,2019-05-15,30975238,1,2019
1069,2020-08-19,ANONYMOUSTOKEN3093,1,2020
1070,2022-10-21,29060560,0,2022
1071,2021-09-25,ANONYMOUSTOKEN3882,1,2021
1072,2020-01-07,23138741,1,2020
1073,2021-09-29,55657274,1,2021
1074,2021-10-26,ANONYMOUSTOKEN4488,1,2021
1075,2020-10-12,96803979,1,2020
1076,2020-09-22,74077527,1,2020
1077,2022-11-07,26488296,0,2022
1078,2019-05-17,48538887,1,2019
1079,2021-09-23,21851770,0,2021
1080,2019-04-24,ANONYMOUSTOKEN892,1,2019
1081,2019-04-26,58665870,1,2019
1082,2022-08-24,53697400,0,2022
1083,2021-09-27,ANONYMOUSTOKEN4248,1,2021
1084,2019-05-16,09758178,1,2019
1085,2019-04-25,if8cr210,1,2019
1086,2019-04-27,ANONYMOUSTOKEN1278,1,2019
1087,2019-05-02,36714603,1,2019
1088,2020-03-02,zmevwk10,1,2020
1089,2019-04-24,fjkts210,1,2019
1090,2019-05-17,ANONYMOUSTOKEN2214,1,2019
1091,2020-10-12,ANONYMOUSTOKEN2667,1,2020
1092,2022-11-01,ANONYMOUSTOKEN5197,0,2022
1093,2019-04-27,ANONYMOUSTOKEN1203,1,2019
1094,2019-04-09,mrf5zv10,1,2019
1095,2019-05-20,27959949,1,2019
1096,2021-09-15,TESTGFIMAXIME2,1,2021
1097,2019-06-14,ANONYMOUSTOKEN2491,1,2019
1098,2021-10-09,22491470,1,2021
1099,2019-05-04,ANONYMOUSTOKEN2081,1,2019
1100,2019-04-29,32440801,1,2019
1101,2019-04-28,33553055,0,2019
1102,2019-08-29,07591885,1,2019
1103,2019-05-21,ANONYMOUSTOKEN2422,1,2019
1104,2019-05-10,71933280,1,2019
1105,2019-04-08,ANONYMOUSTOKEN878,1,2019
1106,2019-04-27,43582280,1,2019
1107,2021-10-01,70770094,1,2021
1108,2019-04-28,ANONYMOUSTOKEN1573,1,2019
1109,2021-09-28,80114972,1,2021
1110,2022-08-22,ANONYMOUSTOKEN4749,0,2022
1111,2019-04-29,ANONYMOUSTOKEN1829,1,2019
1112,2022-10-26,ANONYMOUSTOKEN4965,0,2022
1113,2019-04-10,mt257e10,1,2019
1114,2019-04-27,63975627,1,2019
1115,2019-04-25,38140609,1,2019
1116,2019-04-30,74602030,1,2019
1117,2019-05-29,vvv76w10,1,2019
1118,2019-04-30,24639777,1,2019
1119,2020-07-16,ANONYMOUSTOKEN3008,1,2020
1120,2021-09-30,74549561,1,2021
1121,2019-05-08,82610900,1,2019
1122,2021-04-19,ANONYMOUSTOKEN3646,1,2021
1123,2021-10-15,00784759,1,2021
1124,2019-04-26,24441794,1,2019
1125,2019-04-26,79055290,1,2019
1126,2019-05-01,ANONYMOUSTOKEN1976,1,2019
1127,2019-05-02,34676413,1,2019
1128,2019-07-01,49065518,1,2019
1129,2020-07-31,ANONYMOUSTOKEN2856,1,2020
1130,2019-04-27,79357978,1,2019
1131,2021-10-05,96944441,1,2021
1132,2019-05-07,ANONYMOUSTOKEN2136,1,2019
1133,2021-03-18,ANONYMOUSTOKEN3625,1,2021
1134,2020-12-14,56275763,0,2020
1135,2022-05-13,ANONYMOUSTOKEN4562,1,2022
1136,2019-05-06,ANONYMOUSTOKEN2104,1,2019
1137,2020-07-10,ANONYMOUSTOKEN2874,1,2020
1138,2019-05-16,ANONYMOUSTOKEN2266,1,2019
1139,2022-11-25,13874434,0,2022
1140,2020-09-28,51536821,1,2020
1141,2021-09-28,92302461,0,2021
1142,2019-04-29,61142431,1,2019
1143,2020-09-17,36165069,1,2020
1144,2021-09-29,14324497,1,2021
1145,2019-05-02,ANONYMOUSTOKEN1986,1,2019
1146,2021-09-28,ANONYMOUSTOKEN3825,1,2021
1147,2021-09-22,11025425,1,2021
1148,2021-09-24,39034254,1,2021
1149,2020-09-23,50494346,1,2020
1150,2019-04-30,81845960,1,2019
1151,2021-10-04,77262328,0,2021
1152,2020-09-25,88302514,1,2020
1153,2019-04-29,57864676,1,2019
1154,2022-10-25,25877360,0,2022
1155,2019-05-03,97088902,1,2019
1156,2021-09-27,75877230,1,2021
1157,2021-05-26,bc9fcp10,1,2021
1158,2022-05-14,ANONYMOUSTOKEN4567,1,2022
1159,2020-07-12,ANONYMOUSTOKEN2924,1,2020
1160,2019-05-08,06685583,1,2019
1161,2019-05-04,74529045,1,2019
1162,2022-10-24,22599593,0,2022
1163,2019-06-29,nsg95u10,1,2019
1164,2019-04-27,13723917,1,2019
1165,2019-04-25,ibh1ei10,1,2019
1166,2020-07-17,08386142,1,2020
1167,2021-10-29,02947580,1,2021
1168,2020-07-24,13576806,1,2020
1169,2019-04-26,ANONYMOUSTOKEN1013,1,2019
1170,2022-11-02,44499934,0,2022
1171,2021-05-28,ANONYMOUSTOKEN3665,1,2021
1172,2020-11-02,ANONYMOUSTOKEN3554,1,2020
1173,2019-05-06,jwt25s10,1,2019
1174,2019-04-28,16929133,1,2019
1175,2021-09-28,56853209,0,2021
1176,2019-04-29,34954844,1,2019
1177,2020-07-29,72976072,1,2020
1178,2022-10-21,90310046,0,2022
1179,2019-04-24,87359072,1,2019
1180,2021-09-26,ANONYMOUSTOKEN4161,1,2021
1181,2021-09-24,50571868,1,2021
1182,2019-05-20,75937174,0,2019
1183,2020-09-21,34275619,1,2020
1184,2019-05-16,ov61e110,1,2019
1185,2021-09-08,88333950,1,2021
1186,2022-10-24,12633618,0,2022
1187,2019-04-28,ANONYMOUSTOKEN885,1,2019
1188,2019-04-28,13522630,1,2019
1189,2022-08-31,ANONYMOUSTOKEN4630,0,2022
1190,2022-11-18,ANONYMOUSTOKEN5296,0,2022
1191,2019-04-28,nm3z1h10,1,2019
1192,2021-09-28,15153096,0,2021
1193,2019-04-30,ANONYMOUSTOKEN1789,1,2019
1194,2020-07-13,ANONYMOUSTOKEN2963,1,2020
1195,2020-07-18,86976707,1,2020
1196,2021-09-29,ANONYMOUSTOKEN4307,1,2021
1197,2019-04-10,ANONYMOUSTOKEN887,1,2019
1198,2020-09-19,ANONYMOUSTOKEN3187,1,2020
1199,2019-04-29,79216204,1,2019
1200,2020-09-28,27790129,1,2020
1201,2020-07-16,ANONYMOUSTOKEN2867,1,2020
1202,2020-10-06,18963260,1,2020
1203,2019-04-28,45169335,1,2019
1204,2019-04-29,jxvfsr10,1,2019
1205,2020-09-18,54178855,1,2020
1206,2021-10-04,ANONYMOUSTOKEN4424,1,2021
1207,2021-09-24,ANONYMOUSTOKEN4018,1,2021
1208,2022-10-07,98412525,0,2022
1209,2019-05-18,ANONYMOUSTOKEN1974,1,2019
1210,2022-11-13,ANONYMOUSTOKEN4181,0,2022
1211,2019-05-04,tkgoji10,0,2019
1212,2020-09-17,31875732,1,2020
1213,2020-07-07,ANONYMOUSTOKEN2843,1,2020
1214,2019-05-14,07467835,1,2019
1215,2020-07-30,ANONYMOUSTOKEN2869,1,2020
1216,2019-05-25,ANONYMOUSTOKEN2278,1,2019
1217,2021-09-25,85710560,1,2021
1218,2022-10-14,ANONYMOUSTOKEN4969,0,2022
1219,2022-10-27,09623791,0,2022
1220,2022-06-17,ed1blm10,1,2022
1221,2019-05-15,79799820,1,2019
1222,2019-12-07,ANONYMOUSTOKEN2620,1,2019
1223,2019-04-27,53737940,1,2019
1224,2019-05-02,50325466,1,2019
1225,2022-10-31,78458030,0,2022
1226,2019-06-22,98952138,1,2019
1227,2020-09-30,42399068,1,2020
1228,2019-05-02,ANONYMOUSTOKEN2029,1,2019
1229,2022-10-20,75500753,0,2022
